Data Kayu,Detected Circle,Radius Avg,Circle Density
10191_96.jpg,42,33.61904761904762,0.0003026406035665295
10191_168.jpg,53,31.67924528301887,0.00035986796982167353
10191_116.jpg,84,31.80952380952381,0.0005727023319615913
10191_6.jpg,56,37.857142857142854,0.0004543895747599451
10191_5.jpg,63,39.04761904761905,0.0005272633744855968
10191_19.jpg,33,32.03030303030303,0.00022655178326474621
10191_115.jpg,28,35.57142857142857,0.00021347736625514403
10191_39.jpg,50,34.3,0.0003675840192043895
10191_159.jpg,28,35.892857142857146,0.00021540637860082307
10191_18.jpg,33,31.484848484848484,0.0002226937585733882
10754_16.jpg,36,49.638888888888886,0.00038301611796982165
10754_135.jpg,29,62.48275862068966,0.00038837448559670784
10754_52.jpg,32,48.9375,0.0003356481481481481
10754_59.jpg,26,56.11538461538461,0.00031271433470507547
10754_148.jpg,33,53.81818181818182,0.00038065843621399177
10754_22.jpg,26,52.38461538461539,0.0002919238683127572
10754_155.jpg,30,47.8,0.0003073559670781893
10754_130.jpg,26,54.11538461538461,0.00030156893004115227
10754_91.jpg,35,48.05714285714286,0.00036051097393689985
10754_171.jpg,27,47.666666666666664,0.00027584876543209876
10E1P451_17.jpg,174,47.5,0.0006919829443158436
10E1P451_55.jpg,172,46.05232558139535,0.0006631817183213306
10E1P451_86.jpg,166,47.43975903614458,0.0006593303915895061
10E1P451_81.jpg,136,49.669117647058826,0.0005655589581189986
10E1P451_154.jpg,153,43.24183006535948,0.0005539212534293553
10E1P451_115.jpg,156,48.26923076923077,0.0006304454411008231
10E1P451_100.jpg,151,46.728476821192054,0.0005907600308641976
10E1P451_81.jpg,136,49.669117647058826,0.0005655589581189986
10E1P451_126.jpg,178,47.12921348314607,0.0007023647815929356
10E1P451_118.jpg,138,47.97826086956522,0.0005543398759002057
11614_50.jpg,23,28.73913043478261,0.0001416752400548697
11614_26.jpg,39,25.897435897435898,0.00021647805212620028
11614_22.jpg,42,29.023809523809526,0.00026127400548696844
11614_12.jpg,44,28.431818181818183,0.00026813271604938274
11614_118.jpg,10,30.9,6.622942386831276e-05
11614_118.jpg,10,30.9,6.622942386831276e-05
11614_96.jpg,99,40.36363636363637,0.0008564814814814816
11614_146.jpg,56,26.446428571428573,0.00031742969821673523
11614_103.jpg,28,28.464285714285715,0.00017082475994513032
11614_51.jpg,29,32.172413793103445,0.00019997427983539092
11657_27.jpg,33,73.84848484848484,0.000204036592292524
11657_29.jpg,34,72.58823529411765,0.00020663205161179697
11657_119.jpg,33,63.60606060606061,0.00017573771326303154
11657_112.jpg,24,65.33333333333333,0.00013128000685871057
11657_129.jpg,30,67.93333333333334,0.00017063051911865568
11657_65.jpg,18,91.72222222222223,0.00013822913987482854
11657_149.jpg,46,68.76086956521739,0.00026482057506001374
11657_71.jpg,23,61.47826086956522,0.00011838643475651577
11657_31.jpg,42,61.476190476190474,0.00021617664394718792
11657_47.jpg,47,72.36170212765957,0.0002847470046724965
12073_188.jpg,44,68.36363636363636,0.0003289381596259903
12073_10.jpg,21,58.95238095238095,0.00013538079840989893
12073_74.jpg,43,62.06976744186046,0.0002918670040032474
12073_182.jpg,54,50.407407407407405,0.0002976627893955936
12073_168.jpg,55,70.50909090909092,0.0004240765236135607
12073_1.jpg,41,54.853658536585364,0.00024593813862993757
12073_78.jpg,32,63.5,0.00022220822485372749
12073_12.jpg,55,62.10909090909091,0.00037355477170291984
12073_159.jpg,74,59.891891891891895,0.0004846588841297836
12073_142.jpg,31,58.67741935483871,0.0001989157288429775
12081_99.jpg,0,0.0,0.0
12081_38.jpg,26,45.42307692307692,0.0002531292866941015
12081_37.jpg,26,46.03846153846154,0.0002565586419753086
12081_108.jpg,1,22.0,2.2e-05
12081_130.jpg,22,46.54545454545455,0.00021947873799725651
12081_134.jpg,20,52.15,0.00022355109739368998
12081_11.jpg,21,51.23809523809524,0.0002306241426611797
12081_118.jpg,4,18.25,7.3e-05
12081_137.jpg,18,47.611111111111114,0.00018368484224965707
12081_139.jpg,22,51.86363636363637,0.00024455589849108365
12107_54.jpg,66,21.12121212121212,0.00029878257887517147
12107_33.jpg,33,22.21212121212121,0.00015710733882030178
12107_35.jpg,59,25.0,0.0003161436899862826
12107_120.jpg,48,18.145833333333332,0.0001866855281207133
12107_15.jpg,47,19.851063829787233,0.00019997427983539092
12107_76.jpg,30,24.266666666666666,0.00015603566529492454
12107_35.jpg,59,25.0,0.0003161436899862826
12107_7.jpg,51,22.03921568627451,0.0002409122085048011
12107_20.jpg,61,19.131147540983605,0.00025012860082304525
12107_8.jpg,47,22.404255319148938,0.00022569444444444443
12296_108.jpg,23,17.695652173913043,3.4075869127229084e-05
12296_138.jpg,16,24.3125,3.2568828232167356e-05
12296_85.jpg,30,21.366666666666667,5.366740076303155e-05
12296_136.jpg,14,23.0,2.695928712277092e-05
12296_92.jpg,26,19.03846153846154,4.144362461419754e-05
12296_82.jpg,19,17.157894736842106,2.7294185099451303e-05
12296_98.jpg,27,18.296296296296298,4.135990012002744e-05
12296_44.jpg,36,20.166666666666668,6.078398276748971e-05
12296_96.jpg,25,21.84,4.571357381687243e-05
12296_84.jpg,65,40.738461538461536,0.00022170246056241427
14734_15.jpg,42,37.095238095238095,0.00017037421964670641
14734_169.jpg,134,37.53731343283582,0.0005500528400660676
14734_20.jpg,119,39.016806722689076,0.0005077326712578036
14734_51.jpg,108,47.425925925925924,0.0005601134486716497
14734_123.jpg,121,36.553719008264466,0.0004836746941574984
14734_40.jpg,80,42.075,0.0003680870496346687
14734_15.jpg,42,37.095238095238095,0.00017037421964670641
14734_25.jpg,114,37.36842105263158,0.0004658499202149996
14734_127.jpg,111,35.612612612612615,0.00043227810671593743
14734_123.jpg,121,36.553719008264466,0.0004836746941574984
17329_28.jpg,74,38.770270270270274,0.0006149262688614542
17329_95.jpg,59,41.13559322033898,0.000520190329218107
17329_24.jpg,43,41.372093023255815,0.0003813014403292181
